Gene Symbol,Ensembl ID,Biotype,Tractability
CCT3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163468"" target=""_blank"">ENSG00000163468</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CD96,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000153283"" target=""_blank"">ENSG00000153283</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
CDC42-IT1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230068"" target=""_blank"">ENSG00000230068</a>",lncRNA,NaN
CDKN2A-AS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000224854"" target=""_blank"">ENSG00000224854</a>",lncRNA,NaN
CENPK,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000123219"" target=""_blank"">ENSG00000123219</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
CEP170,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143702"" target=""_blank"">ENSG00000143702</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CEP97,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182504"" target=""_blank"">ENSG00000182504</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CFAP221,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163075"" target=""_blank"">ENSG00000163075</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
CHD1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000153922"" target=""_blank"">ENSG00000153922</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CLDN4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000189143"" target=""_blank"">ENSG00000189143</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span>"
CLIC6,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000159212"" target=""_blank"">ENSG00000159212</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
CLSTN2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000158258"" target=""_blank"">ENSG00000158258</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CMC1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187118"" target=""_blank"">ENSG00000187118</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CNKSR1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000142675"" target=""_blank"">ENSG00000142675</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
COCH,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000100473"" target=""_blank"">ENSG00000100473</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
COL14A1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187955"" target=""_blank"">ENSG00000187955</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
COL15A1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204291"" target=""_blank"">ENSG00000204291</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span>"
COL1A1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108821"" target=""_blank"">ENSG00000108821</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span>"
COL4A3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000169031"" target=""_blank"">ENSG00000169031</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span>"
COL4A5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188153"" target=""_blank"">ENSG00000188153</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span>"
COL7A1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000114270"" target=""_blank"">ENSG00000114270</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
CPEB1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214575"" target=""_blank"">ENSG00000214575</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
CPEB2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137449"" target=""_blank"">ENSG00000137449</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CPLX1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000168993"" target=""_blank"">ENSG00000168993</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
CRYBG2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176092"" target=""_blank"">ENSG00000176092</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
