Gene,Gene Name,log_2 fold change,Biotype,Tractability,Drug,Interaction Type,PMID,Interaction Score,Pathways
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000124900"" target=""_blank"">ENSG00000124900</a>",TRIM51,1.7,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000125257"" target=""_blank"">ENSG00000125257</a>",ABCC4,1.8,protein_coding,Structure with Ligand Druggable Family UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Human Protein Atlas loc Database Ubiquitination Half-life Data Small Molecule Binder,ADEFOVIR; ADEFOVIR DIPIVOXIL; ANTIVIRAL AGENT; AZATHIOPRINE; CEFACLOR ANHYDROUS; CEFAMANDOLE; CEFMETAZOLE; CEFOPERAZONE; CEFOXITIN SODIUM; CEFTRIAXONE; CEFUROXIME AXETIL; CEPHALEXIN ANHYDROUS; CEPHRADINE; CISPLATIN; CYTARABINE; DOXORUBICIN HYDROCHLORIDE; EFAVIRENZ; FLUOROURACIL; FUROSEMIDE; GANCICLOVIR; GLUCARPIDASE; IMATINIB; INDINAVIR; IRINOTECAN HYDROCHLORIDE; LAMIVUDINE; LEUCOVORIN CALCIUM; METHOTREXATE; MISOPROSTOL; RIMONABANT; THIOGUANINE; ZIDOVUDINE,N/A,10470083; 12036927; 12105214; 14643890; 16791115; 19696793; 20393862; 21511945; 22166395; 23127916; 23478653; 23859571; 26122863; 26927285; 33788417; 9270026,0.40245926411779204,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000125398"" target=""_blank"">ENSG00000125398</a>",SOX9,1.6,protein_coding,UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000126773"" target=""_blank"">ENSG00000126773</a>",PCNX4,1.6,protein_coding,UniProt SigP or TMHMM Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000126803"" target=""_blank"">ENSG00000126803</a>",HSPA2,1.5,protein_coding,Structure with Ligand High-Quality Ligand High-Quality Pocket GO CC med conf Database Ubiquitination Half-life Data Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000127083"" target=""_blank"">ENSG00000127083</a>",OMD,1.6,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,,,,,Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244; Defective CHST6 Causes MCDC1 R-HSA-3656225; Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243; Keratan Sulfate Degradation R-HSA-2022857
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000127993"" target=""_blank"">ENSG00000127993</a>",RBM48,1.6,protein_coding,Structure with Ligand Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128342"" target=""_blank"">ENSG00000128342</a>",LIF,1.9,protein_coding,Med-Quality Pocket GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,ANTISENSE OLIGONUCLEOTIDES; AZACITIDINE; BUPIVACAINE; CAPSAICIN; CISPLATIN; CLOMIPHENE CITRATE; DAIDZEIN; DECITABINE; DEXAMETHASONE; ESTRADIOL VALERATE; HUMAN CHORIONIC GONADOTROPIN; IL-13; MIFEPRISTONE; PACLITAXEL; RECOMBINANT INTERLEUKIN-1; SIMVASTATIN; THERAPEUTIC HORMONE; THROMBIN; TRETINOIN,N/A,10508216; 10717784; 10838161; 10843995; 11589623; 11800022; 12012626; 12519017; 12543079; 12620497; 14647063; 15388676; 16797728; 1908322; 2119291; 7007650; 8392465; 9138695,0.31385467051706667,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128791"" target=""_blank"">ENSG00000128791</a>",TWSG1,1.8,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000129467"" target=""_blank"">ENSG00000129467</a>",ADCY4,1.5,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Database Ubiquitination Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000130856"" target=""_blank"">ENSG00000130856</a>",ZNF236,3.2,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000131876"" target=""_blank"">ENSG00000131876</a>",SNRPA1,1.5,protein_coding,Structure with Ligand UniProt Ubiquitination Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132164"" target=""_blank"">ENSG00000132164</a>",SLC6A11,3.8,protein_coding,High-Quality Ligand Druggable Family GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Database Ubiquitination Half-life Data Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132549"" target=""_blank"">ENSG00000132549</a>",VPS13B,1.5,protein_coding,UniProt loc high conf Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132698"" target=""_blank"">ENSG00000132698</a>",RAB25,1.9,protein_coding,Structure with Ligand UniProt loc high conf GO CC high conf Human Protein Atlas loc Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132958"" target=""_blank"">ENSG00000132958</a>",TPTE2,1.8,protein_coding,UniProt SigP or TMHMM,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000133114"" target=""_blank"">ENSG00000133114</a>",GPALPP1,1.7,protein_coding,UniProt Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000133641"" target=""_blank"">ENSG00000133641</a>",RLIG1,1.9,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000133962"" target=""_blank"">ENSG00000133962</a>",CATSPERB,1.7,protein_coding,GO CC high conf UniProt SigP or TMHMM,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000134186"" target=""_blank"">ENSG00000134186</a>",PRPF38B,4.3,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000134242"" target=""_blank"">ENSG00000134242</a>",PTPN22,3.4,protein_coding,Structure with Ligand High-Quality Ligand Med-Quality Pocket Druggable Family Database Ubiquitination Half-life Data Small Molecule Binder,AMOXICILLIN ANHYDROUS; CHEMBL:CHEMBL578512; CHEMBL:CHEMBL598477; CHEMBL:CHEMBL599924; CHEMBL:CHEMBL601167; CHEMBL:CHEMBL601757; CLAVULANIC ACID; CLOXYQUIN; DIPICOLINIC ACID; SUCCIMER,N/A,24997687; 30664875,1.1792796061318551,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000134330"" target=""_blank"">ENSG00000134330</a>",IAH1,1.9,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000134765"" target=""_blank"">ENSG00000134765</a>",DSC1,2.4,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM,COMPOUND 66 [PMID: 19788238]; COMPOUND 8H [PMID: 21561767]; FIBATUZUMAB; SITRAVATINIB,antibody; inhibitor,,4.229376334138605,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000134769"" target=""_blank"">ENSG00000134769</a>",DTNA,1.7,protein_coding,GO CC high conf UniProt loc med conf Database Ubiquitination Half-life Data,ADRIXETINIB; BELIZATINIB; BMS-777607; DENFIVONTINIB; GILTERITINIB; GROWTH ARREST SPECIFIC PROTEIN 6; LDC1267; MERESTINIB; METATINIB; MK-2461; RIPK1 INHIBITOR 22B; SITRAVATINIB; SLC-391; UNC4203; UNC8969; ZANZALINTINIB,N/A; inhibitor,,0.7376433400970205,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000135070"" target=""_blank"">ENSG00000135070</a>",ISCA1,1.5,protein_coding,Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000136002"" target=""_blank"">ENSG00000136002</a>",ARHGEF4,1.7,protein_coding,UniProt loc high conf GO CC med conf Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000136783"" target=""_blank"">ENSG00000136783</a>",NIPSNAP3A,1.8,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000136960"" target=""_blank"">ENSG00000136960</a>",ENPP2,1.8,protein_coding,Advanced Clinical Structure with Ligand High-Quality Ligand Druggable Family UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Small Molecule Binder,CHEMBL:CHEMBL1089321; CHEMBL:CHEMBL1092743; CHEMBL:CHEMBL1093490; CHEMBL:CHEMBL1630084; CHEMBL:CHEMBL483302; ZIRITAXESTAT,N/A; inhibitor,20349977; 21051230,13.776002397483678,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137221"" target=""_blank"">ENSG00000137221</a>",TJAP1,2.3,protein_coding,UniProt loc high conf UniProt loc med conf GO CC med conf Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137269"" target=""_blank"">ENSG00000137269</a>",LRRC1,1.7,protein_coding,UniProt loc high conf Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137449"" target=""_blank"">ENSG00000137449</a>",CPEB2,2.0,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137673"" target=""_blank"">ENSG00000137673</a>",MMP7,3.2,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand Druggable Family UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Small Molecule Binder,DOXYCYCLINE ANHYDROUS; DOXYCYCLINE CALCIUM; ILOMASTAT; MARIMASTAT; PRINOMASTAT; RS 39066; SL422,N/A; inhibitor,,2.00982528976633,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090; Collagen Formation R-HSA-1474290
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138061"" target=""_blank"">ENSG00000138061</a>",CYP1B1,4.1,protein_coding,Structure with Ligand High-Quality Ligand Med-Quality Pocket Druggable Family UniProt loc med conf Literature Database Ubiquitination Small Molecule Binder,"2'H,4H-[2,5'-BICHROMEN]-4-ONE; 2'H,4H-[2,8'-BICHROMEN]-4-ONE; 2,3',4,5'-TETRAMETHOXYSTILBENE; 5H3'FPE; ACACETIN; ADJUVANT; ALPHA-NAPHTHOFLAVONE; AMINOGLUTETHIMIDE; AMODIAQUINE; ANASTROZOLE; BETA-NAPHTHOFLAVONE; CHEMBL:CHEMBL1412489; CHEMBL:CHEMBL2347759; CHRYSIN; CODEINE ANHYDROUS; CYCLOPHOSPHAMIDE ANHYDROUS; DOXORUBICIN HYDROCHLORIDE; EXEMESTANE; FADROZOLE; FLUOROURACIL; FORMESTANE; ISOPROPYL ALCOHOL; LETROZOLE; MEDROXYPROGESTERONE; NARINGENIN; PINOCEMBRIN; RIFAMPIN; RISPERIDONE; SPIRONOLACTONE; TOREMIFENE; TRAMADOL; ZYC300",N/A; inhibitor,10764452; 18187806; 18256205; 21482471; 23600958; 24958282; 28696411; 29507678; 35102242; 6409434; 6854335; 7079590; 7787697; 8262671,0.7142341185539113,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138231"" target=""_blank"">ENSG00000138231</a>",DBR1,1.6,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138468"" target=""_blank"">ENSG00000138468</a>",SENP7,1.5,protein_coding,Structure with Ligand Druggable Family Database Ubiquitination Half-life Data Small Molecule Binder,CHEMBL:CHEMBL1493528; CHEMBL:CHEMBL1504679; CHEMBL:CHEMBL299853; CHEMBL:CHEMBL378903; CHEMBL:CHEMBL412603; CHEMBL:CHEMBL428789; CHEMBL:CHEMBL484663; CHEMBL:CHEMBL546170; CHEMBL:CHEMBL546865; CHEMBL:CHEMBL576208; CHEMBL:CHEMBL584668; CHEMBL:CHEMBL600313; CHEMBL:CHEMBL602561; DIHYDROXANTHOHUMOL; IPRIFLAVONE; XANTHOANGELOL B,N/A,,0.43009037665352357,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138594"" target=""_blank"">ENSG00000138594</a>",TMOD3,1.5,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138756"" target=""_blank"">ENSG00000138756</a>",BMP2K,1.5,protein_coding,Structure with Ligand High-Quality Ligand Druggable Family Literature Database Ubiquitination Half-life Data Small Molecule Binder,BARICITINIB; COMPOUND 13 [PMID: 34333981]; COMPOUND 5M [PMID: 20483621]; COMPOUND 6 [PMID: 34333981]; HESPERADIN,inhibitor,19035792,2.2257801385561193,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138759"" target=""_blank"">ENSG00000138759</a>",FRAS1,1.6,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139233"" target=""_blank"">ENSG00000139233</a>",LLPH,1.6,protein_coding,Structure with Ligand UniProt Ubiquitination Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139323"" target=""_blank"">ENSG00000139323</a>",POC1B,1.6,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139329"" target=""_blank"">ENSG00000139329</a>",LUM,1.5,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,FAS LIGAND,N/A,15051477,8.700633093147589,Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244; Defective CHST6 Causes MCDC1 R-HSA-3656225; Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243; Keratan Sulfate Degradation R-HSA-2022857
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139687"" target=""_blank"">ENSG00000139687</a>",RB1,3.8,protein_coding,High-Quality Ligand Med-Quality Pocket Druggable Family Database Ubiquitination Half-life Data Small Molecule Binder,ALISERTIB; ALPELISIB; AURORA A KINASE INHIBITOR LY3295668 ERBUMINE; BARASERTIB; BAY 61-3606; CISPLATIN; DALPICICLIB; DECITABINE; ENTINOSTAT; FOSTAMATINIB; FULVESTRANT; JQ1; LARGAZOLE; LETROZOLE; LORLATINIB; LY3295668; NIRAPARIB; OLAPARIB; PACLITAXEL; PALBOCICLIB; PICTILISIB; R547; REBEMADLIN; RIBOCICLIB; SELICICLIB; SIROLIMUS; TALAZOPARIB; TAZEMETOSTAT; TOPOTECAN HYDROCHLORIDE; TRAMETINIB DIMETHYL SULFOXIDE; TRETINOIN; TRICHOSTATIN A; TRILACICLIB; VCN-01; VEMURAFENIB; VORINOSTAT,N/A,17121911; 18483379; 21515735; 22237022; 22711607; 23454836; 24795392; 26603261; 26826116; 27020857; 27488531; 28285684; 29236940; 30635336; 30724426; 33947696; 34359608; 37014264; 37967200; 38315003; 7521842,0.5095494776333316,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000141194"" target=""_blank"">ENSG00000141194</a>",OR4D1,1.5,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000142611"" target=""_blank"">ENSG00000142611</a>",PRDM16,1.6,protein_coding,Database Ubiquitination,ATORVASTATIN CALCIUM TRIHYDRATE; SIMVASTATIN,N/A,24096969,0.9966179724878144,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000142675"" target=""_blank"">ENSG00000142675</a>",CNKSR1,1.5,protein_coding,High-Quality Ligand GO CC high conf UniProt loc med conf Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143443"" target=""_blank"">ENSG00000143443</a>",C1ORF56,1.5,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143546"" target=""_blank"">ENSG00000143546</a>",S100A8,1.5,protein_coding,Structure with Ligand GO CC high conf UniProt loc med conf Half-life Data,METHOTREXATE,N/A,14722212,0.9491599737979188,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143702"" target=""_blank"">ENSG00000143702</a>",CEP170,1.7,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143768"" target=""_blank"">ENSG00000143768</a>",LEFTY2,1.6,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000144229"" target=""_blank"">ENSG00000144229</a>",THSD7B,1.5,protein_coding,UniProt SigP or TMHMM GO CC med conf,DEHYDRATED ALCOHOL,N/A,32451486,1.321615153389507,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000144909"" target=""_blank"">ENSG00000144909</a>",OSBPL11,1.7,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000145431"" target=""_blank"">ENSG00000145431</a>",PDGFC,1.5,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Human Protein Atlas loc UniProt Ubiquitination,SUNITINIB,inhibitor,,1.087579136643448,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000145681"" target=""_blank"">ENSG00000145681</a>",HAPLN1,1.8,protein_coding,GO CC high conf UniProt loc med conf Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000146476"" target=""_blank"">ENSG00000146476</a>",ARMT1,1.6,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000146648"" target=""_blank"">ENSG00000146648</a>",EGFR,8.2,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand High-Quality Pocket Druggable Family Approved Drug UniProt loc high conf GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Human Protein Atlas loc Literature UniProt Ubiquitination Database Ubiquitination Half-life Data Small Molecule Binder Advanced Clinical,ABIVERTINIB; ABIVERTINIB MALEATE; AEE-788; AEE788; AFATINIB; AFATINIB DIMALEATE; AG1478; AGERAFENIB; ALISERTIB; ALLITINIB; ALOE-EMODIN; AMIVANTAMAB; ANTI-EGFR MONOCLONAL ANTIBODY EMD 55900; ANTI-EGFR MONOCLONAL ANTIBODY GT-MAB 5.2-GEX; ANTI-EGFR MONOCLONAL ANTIBODY SYN004; ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013; ANTI-EGFRVIII ANTIBODY DRUG CONJUGATE AMG 595; ANTI-EGFRVIII IMMUNOTOXIN MR1-1; ANTI-ERBB3 MONOCLONAL ANTIBODY AV-203; ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015; ANTI-MET/EGFR MONOCLONAL ANTIBODY LY3164530; ANTI-PD-L1 MONOCLONAL ANTIBODY; ANTI-PD1 MONOCLONAL ANTIBODY; ATEZOLIZUMAB; AUMOLERTINIB; AV-412; AZD-3759; AZD-4769; BARASERTIB-HQPA; BEVACIZUMAB; BMS-599626; BMS-690514; BRIGATINIB; CANERTINIB; CANERTINIB DIHYDROCHLORIDE; CARBOPLATIN; CEMIPLIMAB; CENISERTIB; CEP-11981; CETUXIMAB; CETUXIMAB SAROTALOCAN; CETUXIMAB SAROTALOCAN SODIUM; CHEMBL:CHEMBL1077773; CHEMBL:CHEMBL1078000; CHEMBL:CHEMBL1358137; CHEMBL:CHEMBL219557; CHEMBL:CHEMBL29197; CIPATINIB; CISPLATIN; CRIZOTINIB; CUDC-101; CURCUMIN; CYC-116; DACOMITINIB ANHYDROUS; DEGUELIN; DEHYDRATED ALCOHOL; DEPATUXIZUMAB; DEPATUXIZUMAB MAFODOTIN; DIMETHYLCURCUMIN; DORAMAPIMOD; DULIGOTUZUMAB; DURVALUMAB; EMB-01; EPIDERMAL GROWTH FACTOR; EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR; EPITINIB; ERLOTINIB; ERLOTINIB HYDROCHLORIDE; FALNIDAMOL; FIRMONERTINIB; FLUOROURACIL; FUTUXIMAB; FUTUXIMAB/MODOTUXIMAB MIXTURE; G-QUADRUPLEX STABILIZER BMVC; GC1118; GEFITINIB; GELDANAMYCIN; GO-6976; GRACILIN A; GRACILIN J; GW843682X; IBRUTINIB; ICOTINIB; ICOTINIB HYDROCHLORIDE; ILORASERTIB; IMATINIB; IMGATUZUMAB; INDIUM-111; IPILIMUMAB; JNJ-26483327; KBP5209; LAPATINIB; LAPRITUXIMAB EMTANSINE; LAZERTINIB; LENVATINIB; LEUCOVORIN CALCIUM; LIDOCAINE; LOMUSTINE; MAB-425; MATUZUMAB; MAVELERTINIB; MDX-447; METFORMIN; METHYLCURCUMIN; MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR; MLN-8054; MM-151; MOBOCERTINIB; MOBOCERTINIB SUCCINATE; MODOTUXIMAB; MOMELOTINIB; MP-412; MULTIKINASE INHIBITOR AEE788; NAQUOTINIB; NAZARTINIB; NECITUMUMAB; NERATINIB; NERATINIB MALEATE; NIMOTUZUMAB; NITROGLYCERIN; NIVOLUMAB; NVP-TAE684; OLMUTINIB; OSIMERTINIB; OSIMERTINIB MESYLATE; PACLITAXEL; PACRITINIB; PAN-HER KINASE INHIBITOR AC480; PANITUMUMAB; PATRITUMAB; PD 174265; PD-0166285; PD-168393; PEGINTERFERON ALFA-2A; PEGINTERFERON ALFA-2B; PELITINIB; PEMBROLIZUMAB; PEMETREXED DISODIUM; PERTUZUMAB; PF-05230907; PF-06459988; PIMURUTAMAB; PKI166; PLUMBAGIN; POZIOTINIB; PUQUITINIB MESYLATE DIHYDRATE; PYROTINIB; RAMUCIRUMAB; REGORAFENIB; RG-1530; RG-7160; RIBAVIRIN; RINDOPEPIMUT; ROCILETINIB; ROGARATINIB; RUSERONTINIB; S-222611; SAPITINIB; SB202190; SERIBANTUMAB; SIMOTINIB; SIROLIMUS; SORAFENIB; SOTRASTAURIN; STAUROSPORINE; STO609; TAK-285; TAK-715; TALAZOPARIB; TAMATINIB; TARLOXOTINIB; TEGAFUR; TEPOTINIB; TESEVATINIB; THELIATINIB; TOMUZOTUXIMAB; TOZASERTIB; TRASTUZUMAB; TREMELIMUMAB; TUCATINIB; TUXOBERTINIB; VANDETANIB; VARLITINIB; VATALANIB; YUANHUADINE; ZALUTUMUMAB; ZIPALERTINIB,N/A; antibody; binder; inhibitor; modulator; negative modulator; vaccine,10092515; 11255078; 16043828; 16275083; 17334377; 18652519; 19601607; 19692684; 19821562; 19969465; 20095624; 21274259; 21718029; 21916433; 22018877; 22148921; 22270724; 22486600; 22885469; 22944332; 22951114; 23816762; 23930994; 24355130; 24423618; 24424355; 24915291; 25157968; 25753330; 26318998; 28703131; 28762371,0.18881457991289238,
